on student skills and knowledge and we practiced applying responsible
assessment literacy practices in a variety of examples. - Quality of Instruction",What would you have liked to change about this session?,What worked well about this session?,"Today's sessions helped me articulate how and why equity is central to the work of
school improvement.",Today's sessions helped me build understanding and skills to use Data Wise tools to foster equitable practices at each step of the improvement process.
"{""ImportId"":""startDate"",""timeZone"":""Z""}","{""ImportId"":""endDate"",""timeZone"":""Z""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""Z""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID1""}","{""ImportId"":""QID42_1""}","{""ImportId"":""QID42_2""}","{""ImportId"":""QID43_TEXT""}","{""ImportId"":""QID44_TEXT""}","{""ImportId"":""QID51_1""}","{""ImportId"":""QID51_2""}","{""ImportId"":""QID46_TEXT""}","{""ImportId"":""QID47_TEXT""}","{""ImportId"":""QID48_1""}","{""ImportId"":""QID48_2""}","{""ImportId"":""QID52_TEXT""}","{""ImportId"":""QID53_TEXT""}","{""ImportId"":""QID59_1""}","{""ImportId"":""QID60_TEXT""}","{""ImportId"":""QID61_TEXT""}","{""ImportId"":""QID67_1""}","{""ImportId"":""QID67_2""}","{""ImportId"":""QID70_TEXT""}","{""ImportId"":""QID69_TEXT""}","{""ImportId"":""QID21""}","{""ImportId"":""QID65""}"
2018-12-06 19:59:45,2018-12-06 20:09:30,IP Address,137.49.132.20,100,584,True,2018-12-06 20:09:31,R_30v4V9vHSKrnHof,,,,,41.7899932861328125,-72.745697021484375,anonymous,EN,Practitioner,Completely Satisfied,Completely Satisfied,Activities - Breakdown of information,,Completely Satisfied,Completely Satisfied,,,Completely Satisfied,Completely Satisfied,,,Completely Satisfied,"As always, time to plan in team is appreciated. The agenda was well strucutred  and guided the learning.",,Completely Satisfied,Completely Satisfied,,,Strongly Agree,Somewhat Agree
2018-12-06 20:06:19,2018-12-06 20:09:32,IP Address,137.49.178.21,100,193,True,2018-12-06 20:09:32,R_2ykfg364UVnYqUW,,,,,41.7899932861328125,-72.745697021484375,anonymous,EN,Practitioner,Completely Satisfied,Completely Satisfied,"gave us needed information efficiently ",n/a,Completely Satisfied,Completely Satisfied,"concise and valuable ",n/a,Completely Satisfied,Completely Satisfied,effective,,Completely Satisfied,"very important and valuable practice ",n/a,Completely Satisfied,Completely Satisfied,easy to follow,,Strongly Agree,Somewhat Agree
2018-12-06 20:06:00,2018-12-06 20:09:32,IP Address,137.49.132.138,100,212,True,2018-12-06 20:09:33,R_1QJG6hkPPizjyLo,,,,,41.7899932861328125,-72.745697021484375,anonymous,EN,Teaching Fellow,Moderately Satisfied,Moderately Satisfied,"Good information, movement around the room to stay active.",,Neutral,Neutral,,,Moderately Satisfied,Neutral,,,Moderately Satisfied,"Working with great colleagues. ",Be sent the correct document/know which document to use to start the session.,Moderately Satisfied,Moderately Satisfied,,,Somewhat Agree,Neutral
2018-12-06 20:06:52,2018-12-06 20:09:34,IP Address,137.49.65.229,100,161,True,2018-12-06 20:09:34,R_33wAU1sEYxPtafI,,,,,41.7899932861328125,-72.745697021484375,anonymous,EN,Practitioner,Completely Satisfied,Completely Satisfied,"I liked the idea that we had plenty of opportunities to work as a team and in essence this is gathering data. ",I wish to have more time but I am aware that we are trying to maximize our learning in a short time. I just want every member to have positive experience to take back to school.,Completely Satisfied,Completely Satisfied,,,,,,,Completely Satisfied,,,Completely Satisfied,Completely Satisfied,"I like the chance we had to look at data inventory and collaborate with fellow members. ",,Strongly Agree,Strongly Agree
2018-12-06 19:59:39,2018-12-06 20:09:35,IP Address,137.49.142.238,100,595,True,2018-12-06 20:09:36,R_2sbRsEce4QgveRB,,,,,41.7899932861328125,-72.745697021484375,anonymous,EN,Practitioner,Moderately Satisfied,Moderately Satisfied,"Lots of time to talk with our teams, that was appreciated and made the work applicable ","N/A ",Completely Satisfied,Completely Satisfied,Worked well with teams,"Less getting up ",Completely Satisfied,Completely Satisfied,Started at the basis of equity,"Allow more time to discuss how to set norms and actively undoing any internalizations of competition ",Moderately Satisfied,"Team time!! ",Allow us to use our own templates if we have them,Completely Satisfied,Completely Satisfied,None,Really clearly broke down what data is and what to be wary of,Strongly Agree,Strongly Agree
2018-12-06 20:07:01,2018-12-06 20:09:37,IP Address,137.49.182.79,100,156,True,2018-12-06 20:09:37,R_3mmVNxHTsEgB1Aq,,,,,41.7899932861328125,-72.745697021484375,anonymous,EN,Practitioner,Completely Satisfied,Completely Satisfied,"The discussion and facilitation of information ",I wish there was more direct steps on how to disseminate among staff (turn key information),Completely Satisfied,Completely Satisfied,Helped us examine the process and more information,,,,,,Completely Satisfied,"We were able to discuss and reflect on our school ",,Completely Satisfied,Completely Satisfied,,,Strongly Agree,Somewhat Agree
2018-12-06 20:06:28,2018-12-06 20:09:38,IP Address,174.199.86.27,100,189,True,2018-12-06 20:09:38,R_3jSZvYmSeakpm3i,,,,,42.3583984375,-71.0597991943359375,anonymous,EN,Practitioner,Neutral,Neutral,Time limit on activities,Too much moving around the room. I thin,,,,,,,Time limit for activities,"Too much moving around expected ",Neutral,Giving staff the chance to talk and share thoughts and ideas,Too much moving around,Neutral,Neutral,Too much moving around,Good PowerPoint,Neutral,Neutral
2018-12-06 20:06:33,2018-12-06 20:09:38,IP Address,174.199.11.202,100,185,True,2018-12-06 20:09:38,R_3nO4FPqI3n5eka5,,,,,41.5381927490234375,-72.80699920654296875,anonymous,EN,Practitioner,Neutral,Completely Satisfied,The pacing and information was clear,Knowing my role going forward would be helpful.,Moderately Satisfied,Completely Satisfied,"Table discussions ",Nothing,Moderately Satisfied,Moderately Satisfied,Templates,Clearer directions before break out,Neutral,Team duscussion,Clearer directions at outset,Completely Satisfied,Completely Satisfied,,,Strongly Agree,Neutral
2018-12-06 20:05:31,2018-12-06 20:09:41,IP Address,137.49.146.140,100,249,True,2018-12-06 20:09:41,R_1KdU6eEeaE6La1T,,,,,41.7899932861328125,-72.745697021484375,anonymous,EN,Practitioner,Completely Satisfied,Completely Satisfied,,,Completely Satisfied,Completely Satisfied,great overview of the process,,Completely Satisfied,Completely Satisfied,,,Completely Satisfied,loved how the team role played and incorporated humor into the day,time for us to identify instances where could apply meeting wise  practices,Completely Satisfied,Completely Satisfied,,presenter made topic of assessment literacy non-intimidating and fun,Strongly Agree,Strongly Agree
2018-12-06 19:58:28,2018-12-06 20:09:47,IP Address,137.49.147.121,100,679,True,2018-12-06 20:09:47,R_UbRkiur5DWSAfAJ,,,,,41.7899932861328125,-72.745697021484375,anonymous,EN,Practitioner,Completely Satisfied,Completely Satisfied,"Working with my TEAM to better understand where we are.... ",Please do not use that same bell again because it physically impacts my learning by causing pain to my ear drum and emotionally raising my affective filter.,Completely Satisfied,Completely Satisfied,"Putting a plan together to engage in this work with my team; Having time to practice a meeting ",,Completely Satisfied,Completely Satisfied,,,Completely Satisfied,Loved the opportunity,,Completely Satisfied,Completely Satisfied,,,Strongly Agree,Strongly Agree
2018-12-06 20:06:25,2018-12-06 20:09:47,IP Address,174.199.86.222,100,202,True,2018-12-06 20:09:48,R_2dXrCvOXzPEboz2,,,,,42.3583984375,-71.0597991943359375,anonymous,EN,Teaching Fellow,Neutral,Neutral,"Teaching collaboration ",More space,Neutral,Neutral,,,Neutral,Neutral,,,Neutral,,,Neutral,Neutral,,,Neutral,Neutral
2018-12-06 20:05:41,2018-12-06 20:09:51,IP Address,137.49.147.36,100,250,True,2018-12-06 20:09:51,R_1Eib29aHMonrkmo,,,,,41.7899932861328125,-72.745697021484375,anonymous,EN,Practitioner,Completely Satisfied,Completely Satisfied,The Golden Circle!!!!!  Enjoyed hearing it broken down in this way.,N/A,Moderately Satisfied,Completely Satisfied,,Getting tired of the sit-and-get.,Completely Satisfied,Completely Satisfied,,,Completely Satisfied,Working with the team for the first time...all voices were heard.,,Moderately Satisfied,Completely Satisfied,More samples of the assessment data and the issues that are inherent in them.,,Strongly Agree,Strongly Agree
2018-12-06 20:06:16,2018-12-06 20:09:53,IP Address,137.49.138.18,100,217,True,2018-12-06 20:09:53,R_3ijUk3u8v6XnlqH,,,,,41.7899932861328125,-72.745697021484375,anonymous,EN,Practitioner,Moderately Satisfied,Moderately Satisfied,Once we got rolling it went really well.,,Completely Satisfied,Completely Satisfied,,,Completely Satisfied,Completely Satisfied,,,Completely Satisfied," Good ratio of time in large group and school home group. ",,Completely Satisfied,Completely Satisfied,,,Somewhat Agree,Somewhat Agree
2018-12-06 20:07:03,2018-12-06 20:09:55,IP Address,137.49.151.112,100,171,True,2018-12-06 20:09:55,R_32LWFXywOVlPNfb,,,,,41.7899932861328125,-72.745697021484375,anonymous,EN,Practitioner,Completely Satisfied,Completely Satisfied,Well-sequenced,Opening activity would be great if it was sooner,Completely Satisfied,Completely Satisfied,,,Completely Satisfied,Completely Satisfied,,,Completely Satisfied,,,Completely Satisfied,Completely Satisfied,,,Somewhat Agree,Strongly Agree
2018-12-06 19:58:23,2018-12-06 20:10:02,IP Address,137.49.140.86,100,699,True,2018-12-06 20:10:03,R_25zHU5LXaHRqx6m,,,,,41.7899932861328125,-72.745697021484375,anonymous,EN,Teaching Fellow,Completely Satisfied,Completely Satisfied,Quick pace and breaking up the activities,N/A,Completely Satisfied,Completely Dissatisfied,,,Moderately Satisfied,Moderately Dissatisfied,,,Moderately Satisfied,,Difficult to access multiple documents at once,Completely Satisfied,Moderately Satisfied,,,Somewhat Agree,Somewhat Agree
2018-12-06 20:06:22,2018-12-06 20:10:10,IP Address,174.199.28.34,100,227,True,2018-12-06 20:10:11,R_0HhS7OkAhiNozex,,,,,41.5381927490234375,-72.80699920654296875,anonymous,EN,Practitioner,Completely Satisfied,Completely Satisfied,Opportunities to collaborate,More space at tables to do our work,Completely Satisfied,Completely Satisfied,Collaboration opportunity,Nothing,Completely Satisfied,Completely Satisfied,All good,Nothing,Completely Satisfied,,,Completely Satisfied,Completely Satisfied,,,Strongly Agree,Strongly Agree
2018-12-06 20:07:07,2018-12-06 20:10:16,IP Address,174.199.32.205,100,188,True,2018-12-06 20:10:16,R_3RftQ6iP7gYk9OQ,,,,,41.5381927490234375,-72.80699920654296875,anonymous,EN,Teaching Fellow,Moderately Satisfied,Moderately Satisfied,"Ability to discuss/share information with colleagues and teachers ","Have Office of Academics grouped together ",Completely Satisfied,Completely Satisfied,"Movement ",N/A,Neutral,Moderately Satisfied,,,Moderately Satisfied,,,Completely Satisfied,Moderately Satisfied,,,Somewhat Agree,Somewhat Agree
2018-12-06 20:06:04,2018-12-06 20:10:19,IP Address,174.199.25.190,100,255,True,2018-12-06 20:10:19,R_27EewjccPgPrOxD,,,,,41.5569000244140625,-72.66519927978515625,anonymous,EN,Practitioner,Completely Satisfied,Completely Satisfied,Having movement and pre readings,Directions for activities written,Completely Satisfied,Completely Satisfied,Having movement,Directions for activities written,Completely Satisfied,Completely Satisfied,"Adequate time to engage with topic ",Directions for activities written,Completely Satisfied,Allowing time for the process,Directions for activities written,Completely Satisfied,Completely Satisfied,,Directions for activities written,Strongly Agree,Strongly Agree
2018-12-06 20:06:51,2018-12-06 20:10:20,IP Address,137.49.178.248,100,208,True,2018-12-06 20:10:20,R_1JW18qZKfkWNHkp,,,,,41.7899932861328125,-72.745697021484375,anonymous,EN,Practitioner,Moderately Satisfied,Neutral,"Presenters were clear, information had a logical flow and sequence, presenters were knowledgeable ",Nothing at this time,Moderately Satisfied,Moderately Satisfied,"Presenters were clear, information had a logical flow and sequence, presenters were knowledgeable",Nothing at this time,Neutral,Neutral,"Presenters were clear, information had a logical flow and sequence, presenters were knowledgeable",Nothing at this time,Moderately Satisfied," Enjoyed working in groups",Nothing at this time,Neutral,Neutral,,,Neutral,Neutral
2018-12-06 20:06:26,2018-12-06 20:10:22,IP Address,137.49.133.31,100,235,True,2018-12-06 20:10:22,R_302Ec9imIpnWiaA,,,,,41.7899932861328125,-72.745697021484375,anonymous,EN,Practitioner,Moderately Satisfied,Moderately Satisfied,I like that there was a mix of interaction with peers and instruction.,,Moderately Satisfied,Moderately Satisfied,,,Moderately Satisfied,Moderately Satisfied,,,Completely Satisfied,This was very helpful and was great to be able to work with our individual schools.,I would have liked more time here to be able to collaborate more.,Moderately Satisfied,Moderately Satisfied,This sessions gave some good insight on assessments.,"I would have liked to be able to look at some of our specific district assessments inconjunction with this. ",Strongly Agree,Somewhat Agree
2018-12-06 20:07:23,2018-12-06 20:10:25,IP Address,107.242.117.9,100,182,True,2018-12-06 20:10:26,R_12KfrnGwX35nj23,,,,,39.9611968994140625,-82.99880218505859375,anonymous,EN,Practitioner,Completely Satisfied,Completely Satisfied,,,Completely Dissatisfied,Completely Dissatisfied,,,Completely Dissatisfied,Completely Dissatisfied,,,Completely Dissatisfied,,,Completely Satisfied,Completely Satisfied,,,Neutral,Neutral
2018-12-06 20:05:46,2018-12-06 20:10:32,IP Address,137.49.143.143,100,285,True,2018-12-06 20:10:32,R_2S3w4g8gmj8JYmu,,,,,41.7899932861328125,-72.745697021484375,anonymous,EN,Practitioner,Completely Satisfied,Completely Satisfied,,,Completely Satisfied,Completely Satisfied,,,Completely Satisfied,Completely Satisfied,We were active participants.,,Completely Satisfied,The team worked well together and all the norms were followed.  The team was productive and very focused.,,Completely Satisfied,Completely Satisfied,,,Strongly Agree,Strongly Agree
2018-12-06 20:05:56,2018-12-06 20:10:34,IP Address,137.49.133.124,100,277,True,2018-12-06 20:10:34,R_1jVx6i1hQHuzwko,,,,,41.7899932861328125,-72.745697021484375,anonymous,EN,Practitioner,Completely Satisfied,Completely Satisfied,"TEAM TIME, UTILIZING THE INFORMATION IN ACTION","Whats your Why video to start off the day! ",Completely Satisfied,Completely Satisfied,Informative-straight to the point,,Completely Satisfied,Completely Satisfied,Great activity for compass- great engagement activity,"nothing, do more of this!",Completely Satisfied,groups working together,more developed role for process observer-as the process observer I was confused on what notes i should be taking and when to share these notes with the team.,Completely Satisfied,Completely Satisfied,,,Strongly Agree,Strongly Agree
2018-12-06 20:06:08,2018-12-06 20:10:35,IP Address,107.77.225.79,100,267,True,2018-12-06 20:10:36,R_YXsx5t6wb7lFsFr,,,,,40.646697998046875,-73.957000732421875,anonymous,EN,Teaching Fellow,,Moderately Satisfied,"Everything moved right along from section to section smoothly. ","Nothing. ",Moderately Satisfied,Moderately Satisfied,It was great to be able to work with our team on data wise during the session.,"Nothing ",Moderately Satisfied,Moderately Satisfied,"It was nice to see a clear example of setting up norms going forward. ",Nothing,Moderately Satisfied,,,Moderately Satisfied,Moderately Satisfied,,,Somewhat Agree,Somewhat Agree
2018-12-06 20:06:21,2018-12-06 20:10:39,IP Address,137.49.65.69,100,257,True,2018-12-06 20:10:39,R_1jDsbTWs309cErS,,,,,41.7899932861328125,-72.745697021484375,anonymous,EN,Practitioner,Moderately Satisfied,Completely Satisfied,"Overall introduction to topics ",Shorter in opening and move more towards work,Completely Satisfied,Completely Satisfied,,,Completely Satisfied,Completely Satisfied,,,Moderately Satisfied,Time to work in school,"Felt like starting from beginning when it would have been more helpful to pick up work when where we need to ",Completely Satisfied,Completely Satisfied,Nothing,Most effective session with quality work,Strongly Agree,Strongly Agree
2018-12-06 20:01:15,2018-12-06 20:10:43,IP Address,137.49.179.67,100,568,True,2018-12-06 20:10:43,R_3iqkxW9gQLerjbF,,,,,41.7899932861328125,-72.745697021484375,anonymous,EN,Practitioner,Moderately Satisfied,Neutral,setting the context,"feedback at the end of each session, opposed to the whole day, not much time to build relationships with those in our group, just because we're at the same school, doesn't mean we have had opportunities to  work/collaborate/interact together previously ",Neutral,Neutral,"cartoon, inverse triangle","we skipped a lot i.e. stoplight protocol and overview of the process, ",Moderately Dissatisfied,Neutral,"very brief, the compass","feedback at the end of each session, opposed to the whole day; examples aligned to our work ",Neutral,time to work with team,"time to read the agenda/task prior to implementing, we felt we kept going back and it felt disjointed since even the facilitator didn't know the steps ",Moderately Satisfied,Moderately Satisfied,"same as in the reading, I wish we learn more/something new ","time to get out of our seats, alignment to our learning",Strongly Agree,Neutral
2018-12-06 20:05:37,2018-12-06 20:10:45,IP Address,137.49.138.140,100,308,True,2018-12-06 20:10:45,R_1NrxIYYcMpNt9YU,,,,,41.7899932861328125,-72.745697021484375,anonymous,EN,Practitioner,Moderately Satisfied,Completely Satisfied,Switching presenters periodically helped me keep my engagement level high.,This felt a little like rehash from the reading. I was ready to move on.,Moderately Satisfied,Moderately Satisfied,,,Completely Satisfied,Completely Satisfied,This session really changed the feeling in the room. I think it's when we shifted from storming to norming.,I'd love a box of tools and other options and ways to build. Donna said at one point that there were other options.,Completely Satisfied,This was SO HELPFUL. It was a great time to go through and remind ourselves of where teachers would struggle.,"We did a good job occasionally stepping away from the protocol and asking, ""What will this look like back at our school?"" I wish that'd been part of the protocol on its own.",Completely Satisfied,Completely Satisfied,I loved the graphic of the spotlights and darkness and how all the different assessment shed light.,"I wish we'd have had more time to practice with the assessment validity questions. ",Somewhat Agree,Somewhat Agree
2018-12-06 20:06:16,2018-12-06 20:10:45,IP Address,174.199.90.142,100,268,True,2018-12-06 20:10:45,R_3nCmP4s4ZW8aL6W,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Practitioner,Moderately Satisfied,Completely Satisfied,"The visuals and the meticulous explanations. Allowing us to work in groups and with peers. And not spending time talking at us. ","Not much. ",Completely Satisfied,Completely Satisfied,"Same as above. ",,Completely Satisfied,Completely Satisfied,"Hands on activities and meticulous explanations ","Nothing ",Completely Satisfied,"The group made sure the presentation was student centered. ","Nothing ",Completely Satisfied,Completely Satisfied,"Student centered. ",,Strongly Agree,Neutral
2018-12-06 20:07:42,2018-12-06 20:10:49,IP Address,137.49.132.81,100,186,True,2018-12-06 20:10:49,R_3JLBdFiUaefCkze,,,,,41.7899932861328125,-72.745697021484375,anonymous,EN,Practitioner,Completely Satisfied,Completely Satisfied,Collaboration with team,N/A,Completely Satisfied,Completely Satisfied,DW facilitators working with team,N/A,Completely Satisfied,Completely Satisfied,Compass points activity,,Completely Satisfied,,,Completely Satisfied,Completely Satisfied,effective use of our time,,Strongly Agree,Strongly Agree
2018-12-06 20:05:34,2018-12-06 20:10:52,IP Address,137.49.139.184,100,317,True,2018-12-06 20:10:52,R_3h4lu96gk5gTmWq,,,,,41.7899932861328125,-72.745697021484375,anonymous,EN,Practitioner,Completely Satisfied,Completely Satisfied,Group time to reflect using tools to organize our thinking.,The layout makes it difficult to function in some of the activities that require movement.,Completely Satisfied,Completely Satisfied,,,Moderately Satisfied,Moderately Satisfied,,The size of the groups made it difficult to have discussions.,Completely Satisfied,Clear process,,Completely Satisfied,Moderately Satisfied,,Graphic tools worked very well,Somewhat Agree,Strongly Agree
2018-12-06 20:05:53,2018-12-06 20:10:53,IP Address,174.199.10.247,100,299,True,2018-12-06 20:10:53,R_3KBAlaMYlpDJXVr,,,,,41.5334014892578125,-72.7996978759765625,anonymous,EN,Practitioner,Moderately Satisfied,Moderately Satisfied,"Group work, compass protocol",More guidance regarding the context of using data wise in Hartford for a pilot cycle.,Completely Satisfied,Completely Satisfied,Good,Strategies to help move teachers towards a growth mindset,Completely Satisfied,Completely Satisfied,,,Completely Satisfied,,,Moderately Satisfied,Moderately Satisfied,Concerns regarding test validity on vetted assessments,,Somewhat Agree,Somewhat Agree
2018-12-06 20:07:07,2018-12-06 20:10:57,IP Address,174.199.57.168,100,230,True,2018-12-06 20:10:57,R_UonzmdLs52PVwad,,,,,41.796600341796875,-72.52919769287109375,anonymous,EN,Practitioner,Completely Satisfied,Completely Satisfied,Getting the chance to engage with my team mlm,,Completely Satisfied,Completely Satisfied,,,Completely Satisfied,Completely Satisfied,"Le ",Lew,,"Learning about my compass and the compass of my colleagues. ",,Completely Satisfied,Completely Satisfied,,,Strongly Agree,Strongly Agree
2018-12-06 20:05:46,2018-12-06 20:11:14,IP Address,137.49.146.79,100,327,True,2018-12-06 20:11:14,R_2wtdSYGoCaU6U5B,,,,,41.7899932861328125,-72.745697021484375,anonymous,EN,Teaching Fellow,Completely Satisfied,Completely Satisfied,Having time to work on our school's agenda.,more space,Completely Satisfied,Completely Satisfied,Nice pace,N/A,Completely Satisfied,Completely Satisfied,Importance of Equity,N/A,Completely Satisfied,Working on agenda,N/A,Completely Satisfied,Completely Satisfied,N/A,Examples and peer sharing.,Strongly Agree,Strongly Agree
2018-12-06 20:06:53,2018-12-06 20:11:15,IP Address,137.49.64.135,100,262,True,2018-12-06 20:11:15,R_3FcZvaZTsW3v9br,,,,,41.7899932861328125,-72.745697021484375,anonymous,EN,Practitioner,Moderately Satisfied,Moderately Satisfied,"The purpose and the ""Swoosh"" is not clear in terms of what is to be brought back, ""the meat"", to schools.",see above,Moderately Satisfied,Moderately Satisfied,"The dialogue between participants, the effectiveness of the movie of ""Why"".",The definitions of the assessment vocabulary was not clear.,Completely Satisfied,Completely Satisfied,,,Neutral,We worked well in terms of Norms,,Moderately Satisfied,Moderately Satisfied,Max's humor was enjoyed.,,Somewhat Agree,Somewhat Agree
2018-12-06 20:06:12,2018-12-06 20:11:23,IP Address,137.49.134.227,100,310,True,2018-12-06 20:11:23,R_2CrLfhkeDHI4wjt,,,,,41.7899932861328125,-72.745697021484375,anonymous,EN,Practitioner,Completely Satisfied,Completely Satisfied,"I understood WHY is was doing this work.  As a result of setting up the session effectively, I felt non-threatened by the purpose of the Data Wise process.",Nothing.  I thought it was excellent.,Completely Satisfied,Completely Satisfied,"Breaking down steps 1 and 2 was very helpful.  Step 1 was bulky and thick with content, but became very clear.",Nothing.,Completely Satisfied,Completely Satisfied,The discussion and working session was excellent.,,Completely Satisfied,,,Completely Satisfied,Completely Satisfied,,,Strongly Agree,Strongly Agree
2018-12-06 20:06:44,2018-12-06 20:11:24,IP Address,137.49.135.168,100,280,True,2018-12-06 20:11:25,R_3fQ772EjycO09vr,,,,,41.7899932861328125,-72.745697021484375,anonymous,EN,Practitioner,Completely Satisfied,Moderately Satisfied,We considered what things would look like at our school for improving the Data Wise process.,More time to reflect within our team on today.,Moderately Satisfied,Moderately Satisfied,It inspired questions about the structures at our school.,More time to discuss within our school.,Completely Satisfied,Moderately Satisfied,This was grounded in the “why”.,More information about how to get teachers to buy-in.,Moderately Satisfied,We had time to work as a school and gained resources.,"We have all already done a “swoosh” of the Data Wise cycle at my school, so more diffierentiation based on needs.",Moderately Satisfied,Moderately Satisfied,Clearer definitions reviewed.,Focused on critiquing how we use data.,Strongly Agree,Strongly Agree
2018-12-06 20:00:07,2018-12-06 20:11:29,IP Address,137.49.108.240,100,681,True,2018-12-06 20:11:29,R_23UlIp9Clvh1cUM,,,,,41.7899932861328125,-72.745697021484375,anonymous,EN,Practitioner,Moderately Satisfied,Moderately Dissatisfied,Providing the team assessment data," The pie chart about the roles of those in the room is dismal from the special education and EL perspective.  As a district this is our greatest challenge is getting these people to the table so it's discouraging to know we're spending 100s of thousands of dollars and they are not here.  ",Neutral,Moderately Dissatisfied,Using an example of a school district going through the steps,"There are other ways we could have gone about this information than sit and deliver.  ",Moderately Dissatisfied,Moderately Dissatisfied,Talking with colleagues,"Most people did not understand the compass if they had not done it before....very topical ",Moderately Dissatisfied,Small Group Work,If we had the materials for team time ahead to review and/or if there was an opportunity to review the materials and ask clarifying questions before jumping in because much of the time was spent trying to figure out what to do.,Moderately Dissatisfied,Moderately Dissatisfied,Not sure,Not much,Neutral,Neutral
2018-12-06 20:07:23,2018-12-06 20:11:33,IP Address,137.49.135.182,100,249,True,2018-12-06 20:11:34,R_32WLwCImzed70qW,,,,,41.7899932861328125,-72.745697021484375,anonymous,EN,Practitioner,Completely Satisfied,Completely Satisfied,Connection to equity and district frame,,Completely Satisfied,Completely Satisfied,,,Completely Satisfied,Completely Satisfied,important content,,Moderately Satisfied,district team positive discussion and coaching from Harvard,time in Hartford to clarify purpose,Completely Satisfied,Completely Satisfied,,,Strongly Agree,Somewhat Agree
2018-12-06 20:05:29,2018-12-06 20:11:37,IP Address,137.49.109.121,100,368,True,2018-12-06 20:11:38,R_1d3MyCLobVva9jM,,,,,41.7899932861328125,-72.745697021484375,anonymous,EN,Practitioner,Moderately Satisfied,Moderately Satisfied,"highly organized, easy pace, content knowledge of facilitators",More time on step #2,Moderately Satisfied,Moderately Satisfied,,,Moderately Satisfied,Moderately Satisfied,,,Moderately Satisfied,,,Moderately Satisfied,Moderately Satisfied,More clarity of task,,Somewhat Agree,Somewhat Agree
2018-12-06 20:05:54,2018-12-06 20:11:51,IP Address,137.49.131.182,100,357,True,2018-12-06 20:11:51,R_2U8WegW42lnUotM,,,,,41.7899932861328125,-72.745697021484375,anonymous,EN,Teaching Fellow,Moderately Satisfied,Moderately Satisfied,Breaking up the steps and setting the tone for the day,Nothing I can think of,Moderately Satisfied,Moderately Satisfied,The information about the process,A little more information on how to implement,Moderately Satisfied,Moderately Satisfied,Discussing the norms and how to use them,Nothing at this time,Moderately Satisfied,Working well as a team through the process,Little more guidance,Moderately Satisfied,Moderately Satisfied,Discussion as a team,More information on the different concepts. They were a little confusing,Neutral,Neutral
2018-12-06 20:07:05,2018-12-06 20:12:04,IP Address,137.49.109.222,100,298,True,2018-12-06 20:12:04,R_8wwwD8KnMZK54bf,,,,,41.7899932861328125,-72.745697021484375,anonymous,EN,Practitioner,Completely Satisfied,Completely Satisfied,Clear objectives and purpose to our time together,,Completely Satisfied,Moderately Satisfied,,,Completely Satisfied,Completely Satisfied,,,Completely Satisfied,,,Moderately Satisfied,Moderately Satisfied,,,Strongly Agree,Somewhat Agree
2018-12-06 20:07:58,2018-12-06 20:12:08,IP Address,137.49.182.75,100,249,True,2018-12-06 20:12:08,R_xEs4K8IAMfJ7Vw5,,,,,41.7899932861328125,-72.745697021484375,anonymous,EN,Practitioner,Completely Satisfied,Completely Satisfied,Collaboration,nothing so far,Completely Satisfied,Completely Satisfied,discourse,nothing so far,Completely Satisfied,Completely Satisfied,"presentation, discourse",nothing so far,Completely Satisfied,activity and discourse,nothing so far,Completely Satisfied,Completely Satisfied,nothing so far,activities and discourse,Strongly Agree,Strongly Agree
2018-12-06 20:05:36,2018-12-06 20:12:12,IP Address,137.49.138.34,100,396,True,2018-12-06 20:12:13,R_33lHdM13k02HJx3,,,,,41.7899932861328125,-72.745697021484375,anonymous,EN,Practitioner,Neutral,Moderately Satisfied,"I appreciated the language of Data Wise being a process that supports what we already do in our schools rather than a ""program."" ",I would have benefited from seeing the Michael Jr. clip at the beginning of today's session to give some context to our work today. I experienced dissonance around what activity/task we were doing and why we were doing it. The big picture wasn't clear to me. Can you provide a graphic organizer or note-catcher to help align the activities to the purpose? I am sorry. I just need the presentations to be a bit more organized to the purpose.,Neutral,Neutral,,,Neutral,Neutral,,,Moderately Satisfied,The time to practice engaging in a meeting.,Provide the online documents/tools in advance so that everyone already has access.,Moderately Satisfied,Neutral,,,Neutral,Neutral
2018-12-06 20:06:16,2018-12-06 20:12:15,IP Address,137.49.111.112,100,358,True,2018-12-06 20:12:15,R_1mloW9p99jhfBOj,,,,,41.7899932861328125,-72.745697021484375,anonymous,EN,Practitioner,Completely Dissatisfied,Completely Dissatisfied,"Setting the tone and the purpose of our work as an organization, aligned to our DME","Tiering of learning based on where the participants are ",Completely Dissatisfied,Completely Dissatisfied,,,Completely Dissatisfied,Completely Dissatisfied,,,Moderately Dissatisfied,,"It was hard to be participate in a meeting whose agenda you're not familiar with ",Completely Dissatisfied,Completely Dissatisfied,,Knowing what impacts the assessments our students are taking and their data,Strongly Agree,Strongly Agree
